anio,jur_desc,fin_desc,fun_desc,inciso_desc,ppal_desc,ff_desc,eco_desc,presupuesto
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RECURSOS CON AFECTACION ESPECIFICA","SERVICIOS NO PERSONALES",750000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PUBLICIDAD Y PROPAGANDA","RENTAS GENERALES","SERVICIOS NO PERSONALES",4272374
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","RENTAS GENERALES","SERVICIOS NO PERSONALES",15842307
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","SERVICIOS NO PERSONALES",76197
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","IMPUESTOS",1023
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","OTROS SERVICIOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",198316284
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",72350000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RECURSOS CON AFECTACION ESPECIFICA","EDIFICIOS E INSTALACIONES",72000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RENTAS GENERALES","TIERRAS Y TERRENOS",27072000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","CONSTRUCCIONES","RENTAS GENERALES","CONSTRUCCIONES DEL DOMINIO PRIVADO",90122800
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",35894400
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RECURSOS CON AFECTACION ESPECIFICA","MAQUINARIA Y EQUIPO",3529000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","EQUIPO DE SEGURIDAD.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",6300
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RENTAS GENERALES","MAQUINARIA Y EQUIPO",50000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RECURSOS CON AFECTACION ESPECIFICA","MAQUINARIA Y EQUIPO",2434000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","INSTALACIONES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",9110000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","INSTALACIONES","RECURSOS CON AFECTACION ESPECIFICA","EDIFICIOS E INSTALACIONES",150000
2013,"PODER JUDICIAL - ADMINISTRACION DE JUSTICIA -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RECURSOS CON AFECTACION ESPECIFICA","A UNIDADES FAMILIARES",19050000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RENTAS GENERALES","SUELDOS Y SALARIOS",1492000000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","RENTAS GENERALES","SUELDOS Y SALARIOS",28000000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","RENTAS GENERALES","PRESTACIONES SOCIALES",7350000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","RENTAS GENERALES","PRESTACIONES SOCIALES",12650000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES","BENEFICIOS Y COMPENSACIONES",10000000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","RENTAS GENERALES","BIENES DE CONSUMO",390392
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","RENTAS GENERALES","BIENES DE CONSUMO",139433
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RENTAS GENERALES","BIENES DE CONSUMO",2466100
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","RENTAS GENERALES","BIENES DE CONSUMO",31840
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RENTAS GENERALES","BIENES DE CONSUMO",6884840
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS METALICOS","RENTAS GENERALES","BIENES DE CONSUMO",113830
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","RENTAS GENERALES","BIENES DE CONSUMO",2414915
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RENTAS GENERALES","BIENES DE CONSUMO",2862350
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RECURSOS CON AFECTACION ESPECIFICA","BIENES DE CONSUMO",10100
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",22953430
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",28504300
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RENTAS GENERALES","DERECHOS SOBRE BIENES INTANGIBLES",280000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","RENTAS GENERALES","SERVICIOS NO PERSONALES",34005840
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","RENTAS GENERALES","SERVICIOS NO PERSONALES",18359750
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","RECURSOS CON AFECTACION ESPECIFICA","SERVICIOS NO PERSONALES",10000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RENTAS GENERALES","SERVICIOS NO PERSONALES",7285860
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PUBLICIDAD Y PROPAGANDA","RENTAS GENERALES","SERVICIOS NO PERSONALES",283750
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","RENTAS GENERALES","SERVICIOS NO PERSONALES",3664870
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","SERVICIOS NO PERSONALES",32750
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","IMPUESTOS",1000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","OTROS SERVICIOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",159992150
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",5000000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","CONSTRUCCIONES","RENTAS GENERALES","CONSTRUCCIONES DEL DOMINIO PRIVADO",120028000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",28023892
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RECURSOS CON AFECTACION ESPECIFICA","MAQUINARIA Y EQUIPO",39900
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","EQUIPO DE SEGURIDAD.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",94690
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RENTAS GENERALES","MAQUINARIA Y EQUIPO",55798
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","INSTALACIONES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",4493620
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RENTAS GENERALES","A UNIDADES FAMILIARES",6924000
2013,"PODER JUDICIAL - MINISTERIO PUBLICO -","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","TRANSFERENCIAS","TRANSFERENCIAS AL SECTOR PRIVADO PARA FINAN. GTOS. CTES.","RECURSOS CON AFECTACION ESPECIFICA","A UNIDADES FAMILIARES",1000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RENTAS GENERALES","SUELDOS Y SALARIOS",136026860
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","PERSONAL TEMPORARIO","RENTAS GENERALES","SUELDOS Y SALARIOS",1880240
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","RENTAS GENERALES","PRESTACIONES SOCIALES",414760
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","RENTAS GENERALES","SUELDOS Y SALARIOS",1246530
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","RENTAS GENERALES","PRESTACIONES SOCIALES",69100
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS ALIMENTICIOS, AGROPECUARIOS Y FORESTALES","RENTAS GENERALES","BIENES DE CONSUMO",138400
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","TEXTILES Y VESTUARIOS","RENTAS GENERALES","BIENES DE CONSUMO",142000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE PAPEL, CARTON E IMPRESOS","RENTAS GENERALES","BIENES DE CONSUMO",93700
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE CUERO Y CAUCHO","RENTAS GENERALES","BIENES DE CONSUMO",18000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS QUIMICOS Y MEDICINALES","RENTAS GENERALES","BIENES DE CONSUMO",88275
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS METALICOS","RENTAS GENERALES","BIENES DE CONSUMO",16100
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","PRODUCTOS DE LA MINERIA, PETROLEO Y SUS DERIVADOS","RENTAS GENERALES","BIENES DE CONSUMO",253600
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE CONSUMO","OTROS BIENES DE CONSUMO","RENTAS GENERALES","BIENES DE CONSUMO",348545
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS BASICOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",1045450
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","ALQUILERES Y DERECHOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",612900
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","MANTENIMIENTO, REPARACION Y LIMPIEZA","RENTAS GENERALES","SERVICIOS NO PERSONALES",1348340
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS TECNICOS Y PROFESIONALES","RENTAS GENERALES","SERVICIOS NO PERSONALES",948190
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","SERVICIOS COMERCIALES Y FINANCIEROS","RENTAS GENERALES","SERVICIOS NO PERSONALES",350500
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PUBLICIDAD Y PROPAGANDA","RENTAS GENERALES","SERVICIOS NO PERSONALES",23000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","PASAJES,  VIATICOS Y COMPENSACIONES","RENTAS GENERALES","SERVICIOS NO PERSONALES",721500
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","IMPUESTOS, DERECHOS Y TASAS","RENTAS GENERALES","SERVICIOS NO PERSONALES",150000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","SERVICIOS NO PERSONALES","OTROS SERVICIOS","RENTAS GENERALES","SERVICIOS NO PERSONALES",149100
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","BIENES PREEXISTENTES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",2000000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","MAQUINARIA, EQUIPO Y SOFT.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",3328100
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","EQUIPO DE SEGURIDAD.","RENTAS GENERALES","MAQUINARIA Y EQUIPO",5000
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","LIBROS, REVISTAS Y OTROS ELEMENTOS COLECCIONABLES","RENTAS GENERALES","MAQUINARIA Y EQUIPO",59100
2013,"FISCALIA DE ESTADO","ADMINISTRACION GUBERNAMENTAL","JUDICIAL","BIENES DE USO","INSTALACIONES","RENTAS GENERALES","EDIFICIOS E INSTALACIONES",1000
2013,"JUNTA ELECTORAL","ADMINISTRACION GUBERNAMENTAL","DIRECCION SUPERIOR EJECUTIVA","GASTOS EN PERSONAL","PERSONAL PERMANENTE","RENTAS GENERALES","SUELDOS Y SALARIOS",13869500
2013,"JUNTA ELECTORAL","ADMINISTRACION GUBERNAMENTAL","DIRECCION SUPERIOR EJECUTIVA","GASTOS EN PERSONAL","ASIGNACIONES FAMILIARES","RENTAS GENERALES","PRESTACIONES SOCIALES",15400
2013,"JUNTA ELECTORAL","ADMINISTRACION GUBERNAMENTAL","DIRECCION SUPERIOR EJECUTIVA","GASTOS EN PERSONAL","SERVICIOS EXTRAORDINARIOS","RENTAS GENERALES","SUELDOS Y SALARIOS",100
2013,"JUNTA ELECTORAL","ADMINISTRACION GUBERNAMENTAL","DIRECCION SUPERIOR EJECUTIVA","GASTOS EN PERSONAL","ASISTENCIA SOCIAL AL PERSONAL","RENTAS GENERALES","PRESTACIONES SOCIALES",1000
2013,"JUNTA ELECTORAL","ADMINISTRACION GUBERNAMENTAL","DIRECCION SUPERIOR EJECUTIVA","GASTOS EN PERSONAL","BENEFICIOS Y COMPENSACIONES","RENTAS GENERALES","BENEFICIOS Y COMPENSACIONES",1000
